age,educational-num,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,gender,income_>50K
45,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
27,13,0,0,40,Bachelors,Never-married,Sales,Female,0
55,5,0,0,48,9th,Married-civ-spouse,Transport-moving,Female,0
47,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
36,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
49,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,Male,0
21,10,0,0,20,Some-college,Never-married,Farming-fishing,Male,0
21,10,0,0,40,Some-college,Never-married,Craft-repair,Male,0
27,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
17,6,0,0,4,10th,Never-married,,Female,0
37,9,0,0,80,HS-grad,Married-civ-spouse,Tech-support,Male,1
75,6,0,0,32,10th,Widowed,Tech-support,Female,0
62,9,0,1741,40,HS-grad,Divorced,Machine-op-inspct,Male,0
30,10,0,0,48,Some-college,Never-married,Adm-clerical,Male,0
19,10,0,0,25,Some-college,Never-married,Sales,Female,0
28,9,0,0,40,HS-grad,Never-married,Adm-clerical,Male,0
21,9,0,0,44,HS-grad,Never-married,Adm-clerical,Female,0
25,14,0,0,35,Masters,Never-married,,Female,0
35,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
27,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Male,0
52,10,0,0,50,Some-college,Divorced,Sales,Male,0
22,13,0,0,10,Bachelors,Never-married,Adm-clerical,Female,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
50,9,0,0,40,HS-grad,Never-married,Adm-clerical,Male,0
54,14,0,0,40,Masters,Married-spouse-absent,Prof-specialty,Female,0
64,15,0,0,16,Prof-school,Married-civ-spouse,,Male,0
50,16,0,0,23,Doctorate,Married-civ-spouse,Prof-specialty,Male,0
43,13,0,0,35,Bachelors,Married-civ-spouse,Other-service,Female,1
24,9,0,0,50,HS-grad,Never-married,Farming-fishing,Male,0
26,8,0,0,40,12th,Never-married,Other-service,Male,0
29,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
19,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
17,6,0,0,20,10th,Never-married,Handlers-cleaners,Male,0
54,14,0,0,55,Masters,Married-civ-spouse,Sales,Male,1
34,10,0,0,45,Some-college,Married-civ-spouse,Exec-managerial,Male,0
37,9,0,0,40,HS-grad,Never-married,Other-service,Female,0
79,4,0,0,15,7th-8th,Married-civ-spouse,Sales,Male,0
34,10,0,0,37,Some-college,Separated,Other-service,Female,0
17,7,0,0,16,11th,Never-married,Handlers-cleaners,Male,0
33,15,0,0,40,Prof-school,Never-married,Prof-specialty,Male,1
69,13,2346,0,15,Bachelors,Widowed,Exec-managerial,Female,0
46,11,0,0,60,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,0
37,9,0,0,45,HS-grad,Married-civ-spouse,Other-service,Male,0
42,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
25,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
71,10,0,0,14,Some-college,Widowed,,Female,0
22,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
44,9,0,0,40,HS-grad,Never-married,Other-service,Female,0
34,14,4650,0,40,Masters,Never-married,Exec-managerial,Male,0
20,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
67,10,2964,0,41,Some-college,Widowed,Other-service,Female,0
47,13,0,0,43,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
31,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
46,10,0,0,60,Some-college,Married-civ-spouse,Exec-managerial,Male,1
38,11,0,0,40,Assoc-voc,Divorced,Adm-clerical,Female,0
30,10,0,0,30,Some-college,Married-civ-spouse,,Female,0
25,9,0,0,45,HS-grad,Never-married,Machine-op-inspct,Male,0
31,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Female,1
51,9,0,0,55,HS-grad,Married-civ-spouse,Craft-repair,Male,1
20,5,0,0,32,9th,Never-married,Sales,Female,0
43,10,0,0,60,Some-college,Married-civ-spouse,Transport-moving,Male,0
31,9,0,0,38,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
31,9,0,0,24,HS-grad,Separated,Other-service,Female,0
48,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,1
25,13,0,0,40,Bachelors,Married-civ-spouse,Other-service,Female,0
57,7,0,0,99,11th,Married-civ-spouse,Farming-fishing,Male,0
18,9,0,0,40,HS-grad,Never-married,Sales,Female,0
52,13,0,0,60,Bachelors,Married-civ-spouse,Sales,Male,1
50,10,0,0,40,Some-college,Never-married,Farming-fishing,Male,0
34,10,0,0,25,Some-college,Married-civ-spouse,Sales,Male,0
27,15,0,0,40,Prof-school,Married-civ-spouse,Adm-clerical,Male,0
20,9,0,0,48,HS-grad,Never-married,Handlers-cleaners,Male,0
43,10,0,0,75,Some-college,Married-civ-spouse,Exec-managerial,Male,0
33,10,0,0,40,Some-college,Never-married,Other-service,Female,0
30,7,0,0,40,11th,Married-civ-spouse,Sales,Male,0
61,13,0,0,55,Bachelors,Married-civ-spouse,,Male,0
57,6,0,0,40,10th,Married-civ-spouse,,Male,0
42,14,0,0,40,Masters,Never-married,Prof-specialty,Female,0
36,6,0,0,40,10th,Separated,Handlers-cleaners,Male,0
54,14,0,1977,40,Masters,Married-civ-spouse,Prof-specialty,Male,1
31,9,0,0,50,HS-grad,Married-civ-spouse,Craft-repair,Male,0
27,10,0,0,50,Some-college,Never-married,Adm-clerical,Female,0
46,12,0,0,40,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Male,1
38,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
64,5,0,0,45,9th,Separated,Transport-moving,Male,0
19,13,0,0,40,Bachelors,Never-married,,Female,0
51,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
22,13,0,0,20,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
55,10,0,0,40,Some-college,Never-married,Adm-clerical,Male,0
35,8,0,0,40,12th,Never-married,Sales,Female,0
38,11,0,0,40,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,0
51,11,6849,0,40,Assoc-voc,Divorced,Craft-repair,Male,0
39,10,114,0,45,Some-college,Divorced,Adm-clerical,Female,0
74,9,2653,0,12,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
24,14,0,0,40,Masters,Never-married,Prof-specialty,Female,0
56,9,0,0,30,HS-grad,Widowed,Machine-op-inspct,Female,0
46,9,0,0,40,HS-grad,Married-civ-spouse,Prof-specialty,Male,0
60,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
24,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
45,9,0,0,40,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
42,4,0,0,50,7th-8th,Married-civ-spouse,Other-service,Female,0
22,11,0,0,40,Assoc-voc,Never-married,Other-service,Female,0
42,15,15024,0,40,Prof-school,Married-civ-spouse,Sales,Female,1
35,9,0,0,38,HS-grad,Separated,Adm-clerical,Female,0
36,5,0,0,40,9th,Married-civ-spouse,Machine-op-inspct,Male,0
41,12,15024,0,60,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,1
36,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,1
19,10,0,0,20,Some-college,Never-married,Other-service,Female,0
52,13,0,0,45,Bachelors,Married-civ-spouse,Sales,Male,1
19,9,0,0,40,HS-grad,Never-married,Craft-repair,Female,0
82,6,0,0,20,10th,Widowed,,Male,0
31,9,0,0,38,HS-grad,Divorced,Adm-clerical,Female,0
27,10,0,0,10,Some-college,Never-married,Other-service,Female,0
42,9,0,0,25,HS-grad,Divorced,Other-service,Female,0
23,13,0,0,20,Bachelors,Married-civ-spouse,Other-service,Male,0
18,7,0,0,15,11th,Never-married,Other-service,Male,0
19,9,0,0,30,HS-grad,Never-married,Adm-clerical,Male,0
38,11,0,0,40,Assoc-voc,Divorced,Other-service,Female,0
38,9,0,0,78,HS-grad,Married-civ-spouse,Sales,Male,0
40,13,5455,0,40,Bachelors,Divorced,Prof-specialty,Female,0
26,11,0,0,40,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Male,0
20,10,0,0,25,Some-college,Never-married,Adm-clerical,Female,0
70,4,0,0,35,7th-8th,Widowed,Other-service,Female,0
41,9,0,0,50,HS-grad,Married-civ-spouse,Transport-moving,Male,0
53,11,0,0,35,Assoc-voc,Never-married,Exec-managerial,Male,0
35,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
26,15,0,1977,40,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
25,13,3325,0,40,Bachelors,Never-married,Exec-managerial,Female,0
41,9,0,0,45,HS-grad,Divorced,Adm-clerical,Female,0
24,13,0,0,40,Bachelors,Never-married,Sales,Male,0
56,9,0,0,36,HS-grad,Married-civ-spouse,Sales,Male,1
33,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
27,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
33,11,0,0,40,Assoc-voc,Married-civ-spouse,Tech-support,Female,1
44,10,0,0,42,Some-college,Divorced,Exec-managerial,Female,0
37,3,0,0,40,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,0
30,13,0,0,50,Bachelors,Never-married,Sales,Male,0
65,9,9386,0,10,HS-grad,Married-civ-spouse,Sales,Male,1
22,9,0,0,40,HS-grad,Separated,Sales,Female,0
59,6,0,0,30,10th,Married-civ-spouse,Other-service,Female,1
32,4,0,0,40,7th-8th,Widowed,,Female,0
35,12,0,0,40,Assoc-acdm,Divorced,Other-service,Female,0
35,9,0,0,40,HS-grad,Divorced,Prof-specialty,Male,0
25,13,3325,0,48,Bachelors,Never-married,Sales,Male,0
18,9,0,0,30,HS-grad,Never-married,Adm-clerical,Female,0
58,13,0,0,55,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
49,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
41,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
17,7,0,0,15,11th,Never-married,Sales,Male,0
28,9,0,1721,40,HS-grad,Divorced,,Female,0
34,9,0,0,48,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
38,13,0,0,40,Bachelors,Separated,Prof-specialty,Male,0
37,5,0,0,50,9th,Married-civ-spouse,Handlers-cleaners,Male,0
36,13,4650,0,25,Bachelors,Never-married,Prof-specialty,Female,0
24,13,0,0,30,Bachelors,Never-married,Adm-clerical,Female,0
28,14,0,0,50,Masters,Never-married,Prof-specialty,Female,0
22,6,0,0,40,10th,Never-married,Other-service,Male,0
50,10,0,0,40,Some-college,Married-spouse-absent,Other-service,Female,0
52,12,4865,0,30,Assoc-acdm,Divorced,Other-service,Female,0
46,13,0,0,40,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,1
49,10,0,0,40,Some-college,Married-civ-spouse,Farming-fishing,Male,0
43,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
33,9,0,1617,40,HS-grad,Never-married,Adm-clerical,Female,0
62,13,15024,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
28,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
37,10,0,0,15,Some-college,Never-married,Prof-specialty,Female,0
36,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
25,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
63,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,0
49,15,0,0,40,Prof-school,Married-civ-spouse,Sales,Male,1
88,15,0,0,40,Prof-school,Married-civ-spouse,Exec-managerial,Male,0
53,4,0,0,40,7th-8th,Married-civ-spouse,Exec-managerial,Male,1
20,10,0,0,40,Some-college,Never-married,Other-service,Female,0
53,13,0,0,38,Bachelors,Divorced,Adm-clerical,Female,0
49,1,0,0,40,Preschool,Married-civ-spouse,Other-service,Male,0
21,11,0,2603,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
33,10,0,1740,50,Some-college,Married-civ-spouse,Sales,Male,0
24,13,0,0,40,Bachelors,Never-married,Other-service,Male,0
35,8,0,0,40,12th,Married-civ-spouse,Transport-moving,Male,0
38,13,15024,0,65,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
43,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
40,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,1
37,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
59,6,0,0,40,10th,Married-civ-spouse,Farming-fishing,Male,0
33,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
41,14,0,0,30,Masters,Divorced,Other-service,Female,0
22,10,0,0,30,Some-college,Never-married,Sales,Female,0
35,9,0,0,40,HS-grad,Divorced,Prof-specialty,Female,0
24,10,0,1504,40,Some-college,Never-married,Exec-managerial,Male,0
52,13,0,0,40,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,0
39,16,4787,0,40,Doctorate,Never-married,Prof-specialty,Male,1
25,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
31,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
23,9,0,0,40,HS-grad,Married-civ-spouse,Sales,Female,0
29,13,0,0,50,Bachelors,Married-AF-spouse,Prof-specialty,Male,1
32,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
52,9,0,0,45,HS-grad,Never-married,Other-service,Female,0
46,10,0,0,36,Some-college,Never-married,Adm-clerical,Female,0
28,10,0,0,40,Some-college,Divorced,Craft-repair,Female,0
23,10,0,0,40,Some-college,Never-married,Tech-support,Female,0
41,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
21,9,0,0,30,HS-grad,Never-married,Other-service,Female,0
52,9,99999,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
23,3,0,0,40,5th-6th,Never-married,Handlers-cleaners,Male,0
36,12,0,0,40,Assoc-acdm,Married-civ-spouse,Tech-support,Male,1
48,15,0,1977,40,Prof-school,Married-civ-spouse,Tech-support,Male,1
36,6,0,0,60,10th,Never-married,Farming-fishing,Male,0
44,2,0,0,10,1st-4th,Never-married,Other-service,Male,0
41,14,1506,0,40,Masters,Divorced,Prof-specialty,Female,0
62,9,5178,0,40,HS-grad,Married-civ-spouse,,Female,1
37,10,0,0,40,Some-college,Divorced,Exec-managerial,Female,1
19,10,0,0,20,Some-college,Never-married,,Female,0
33,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
33,5,0,0,40,9th,Married-civ-spouse,Other-service,Male,0
43,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
27,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
37,11,0,0,40,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
49,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
19,9,0,0,35,HS-grad,Never-married,Transport-moving,Male,0
35,9,0,0,40,HS-grad,Never-married,Other-service,Female,0
44,11,7298,0,48,Assoc-voc,Married-civ-spouse,Protective-serv,Male,1
25,10,0,0,40,Some-college,Never-married,Tech-support,Female,0
28,11,0,0,40,Assoc-voc,Never-married,Machine-op-inspct,Male,0
43,15,0,0,99,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
32,9,0,0,60,HS-grad,Never-married,Other-service,Female,0
32,8,0,0,40,12th,Never-married,Farming-fishing,Male,0
54,13,0,1977,35,Bachelors,Married-civ-spouse,Exec-managerial,Female,1
44,7,0,0,44,11th,Divorced,Sales,Female,0
18,9,0,0,20,HS-grad,Never-married,Sales,Female,0
34,14,0,0,40,Masters,Never-married,Prof-specialty,Male,0
60,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
27,7,0,0,40,11th,Separated,Sales,Male,0
46,13,0,0,40,Bachelors,Married-civ-spouse,Transport-moving,Male,1
29,13,4386,0,80,Bachelors,Married-civ-spouse,Handlers-cleaners,Male,1
34,9,2202,0,99,HS-grad,Never-married,Craft-repair,Male,0
34,9,0,0,30,HS-grad,Married-civ-spouse,Other-service,Male,0
20,10,0,0,20,Some-college,Never-married,Other-service,Female,0
32,6,0,0,40,10th,Never-married,Machine-op-inspct,Male,0
24,9,0,0,65,HS-grad,Never-married,Craft-repair,Male,0
40,10,0,0,40,Some-college,Married-civ-spouse,Transport-moving,Male,0
34,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,Male,0
48,7,0,0,50,11th,Married-civ-spouse,Farming-fishing,Male,1
36,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
50,13,0,0,40,Bachelors,Divorced,Exec-managerial,Female,1
40,12,0,0,45,Assoc-acdm,Divorced,Exec-managerial,Male,0
60,4,0,0,40,7th-8th,Married-civ-spouse,Craft-repair,Male,0
30,6,0,0,40,10th,Married-civ-spouse,Craft-repair,Male,0
23,9,0,0,50,HS-grad,Never-married,Adm-clerical,Female,0
25,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Female,0
27,3,0,0,48,5th-6th,Never-married,Farming-fishing,Male,0
30,13,0,0,40,Bachelors,Married-civ-spouse,Craft-repair,Male,1
54,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,1
36,13,0,0,55,Bachelors,Divorced,Adm-clerical,Male,1
19,9,0,0,16,HS-grad,Married-civ-spouse,Other-service,Female,0
63,9,2290,0,20,HS-grad,Married-civ-spouse,Craft-repair,Male,0
47,9,0,0,20,HS-grad,Married-civ-spouse,Adm-clerical,Female,1
59,16,0,0,40,Doctorate,Married-civ-spouse,Exec-managerial,Male,1
57,10,0,0,45,Some-college,Married-civ-spouse,Transport-moving,Male,1
58,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Female,0
22,8,0,0,48,12th,Never-married,,Male,0
23,10,0,0,40,Some-college,Never-married,Tech-support,Female,0
33,10,0,0,50,Some-college,Married-civ-spouse,Craft-repair,Male,1
44,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
17,7,0,0,12,11th,Never-married,Sales,Female,0
27,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
42,9,0,0,96,HS-grad,Married-civ-spouse,Transport-moving,Male,0
60,10,0,1902,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
17,5,0,0,9,9th,Never-married,Other-service,Male,0
44,9,0,0,40,HS-grad,Married-civ-spouse,,Female,0
57,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Female,0
21,10,0,0,20,Some-college,Never-married,Adm-clerical,Female,0
19,9,0,0,30,HS-grad,Never-married,Other-service,Female,0
23,13,0,0,45,Bachelors,Never-married,Exec-managerial,Female,0
78,9,2964,0,40,HS-grad,Widowed,Other-service,Female,0
43,16,0,0,24,Doctorate,Separated,Prof-specialty,Female,1
31,11,0,0,40,Assoc-voc,Divorced,Handlers-cleaners,Female,0
29,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
34,15,7688,0,40,Prof-school,Married-civ-spouse,Sales,Male,1
48,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
61,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
61,9,0,0,63,HS-grad,Married-civ-spouse,Sales,Male,0
18,9,0,0,25,HS-grad,Never-married,Handlers-cleaners,Male,0
45,8,0,0,40,12th,Divorced,Craft-repair,Male,0
44,12,0,0,50,Assoc-acdm,Never-married,Sales,Male,0
52,11,0,1902,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
29,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
18,6,0,0,40,10th,Never-married,Farming-fishing,Male,0
54,9,15024,0,52,HS-grad,Married-civ-spouse,Craft-repair,Male,1
47,12,0,0,55,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,1
52,6,0,0,45,10th,Married-civ-spouse,Transport-moving,Male,0
25,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
39,9,7298,0,40,HS-grad,Married-civ-spouse,,Male,1
53,9,0,0,40,HS-grad,Divorced,,Female,0
17,6,0,1602,40,10th,Never-married,Protective-serv,Female,0
24,10,0,0,45,Some-college,Never-married,Machine-op-inspct,Female,0
29,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
37,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
48,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
34,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
28,9,0,0,30,HS-grad,Never-married,Other-service,Male,0
56,16,0,0,40,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
38,13,27828,0,45,Bachelors,Separated,Exec-managerial,Male,1
34,10,0,0,40,Some-college,Married-civ-spouse,Other-service,Male,0
59,9,0,0,45,HS-grad,Married-civ-spouse,Transport-moving,Male,0
75,9,0,0,20,HS-grad,Widowed,,Female,0
29,5,0,0,40,9th,Separated,,Female,0
24,10,0,0,30,Some-college,Never-married,Prof-specialty,Male,1
29,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,0
51,13,0,0,43,Bachelors,Never-married,Prof-specialty,Female,0
45,13,0,0,77,Bachelors,Married-civ-spouse,Farming-fishing,Male,0
36,10,0,0,40,Some-college,Separated,Sales,Female,0
26,9,0,0,24,HS-grad,Never-married,Other-service,Male,0
39,9,0,0,40,HS-grad,Separated,Machine-op-inspct,Male,0
40,13,0,0,40,Bachelors,Married-civ-spouse,Craft-repair,Male,0
40,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
63,10,0,0,60,Some-college,Divorced,Sales,Female,0
41,13,0,0,25,Bachelors,Married-civ-spouse,Tech-support,Female,1
61,9,0,0,40,HS-grad,Divorced,Other-service,Female,0
39,13,0,0,40,Bachelors,Divorced,Adm-clerical,Female,0
21,13,0,0,20,Bachelors,Never-married,Other-service,Female,0
36,9,0,0,25,HS-grad,Married-spouse-absent,Other-service,Female,0
25,13,0,0,40,Bachelors,Never-married,Tech-support,Female,0
50,13,99999,0,55,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
46,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
51,4,0,0,40,7th-8th,Married-civ-spouse,Transport-moving,Male,0
42,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
28,9,0,0,35,HS-grad,Married-civ-spouse,Prof-specialty,Male,0
45,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Male,1
52,5,0,0,60,9th,Married-civ-spouse,Farming-fishing,Male,1
33,10,0,0,40,Some-college,Married-civ-spouse,Protective-serv,Male,1
22,10,0,0,35,Some-college,Never-married,Other-service,Female,0
43,13,0,0,50,Bachelors,Never-married,Adm-clerical,Male,0
40,12,0,0,40,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,1
40,13,8614,0,40,Bachelors,Divorced,Tech-support,Female,1
26,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
55,9,0,0,46,HS-grad,Married-civ-spouse,Prof-specialty,Male,0
39,14,99999,0,40,Masters,Married-civ-spouse,Prof-specialty,Male,1
24,3,0,0,40,5th-6th,Married-spouse-absent,Farming-fishing,Male,0
31,10,0,0,10,Some-college,Married-civ-spouse,,Female,0
37,9,0,0,35,HS-grad,Never-married,Adm-clerical,Female,0
57,5,0,0,40,9th,Married-civ-spouse,Transport-moving,Female,0
69,5,0,0,40,9th,Married-civ-spouse,Adm-clerical,Male,0
18,10,0,0,10,Some-college,Never-married,Sales,Female,0
20,9,0,0,60,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
35,9,0,0,40,HS-grad,Divorced,Sales,Female,0
72,11,0,0,30,Assoc-voc,Widowed,,Female,0
50,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
61,15,0,1902,40,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
24,13,0,0,35,Bachelors,Never-married,Prof-specialty,Male,0
38,11,0,0,25,Assoc-voc,Separated,,Female,0
53,10,0,0,40,Some-college,Divorced,Farming-fishing,Male,0
38,13,0,0,38,Bachelors,Married-civ-spouse,Sales,Male,0
24,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Male,1
23,9,0,0,80,HS-grad,Divorced,Other-service,Female,0
56,4,0,0,20,7th-8th,Never-married,Farming-fishing,Female,0
17,7,0,0,45,11th,Never-married,Farming-fishing,Male,0
38,15,0,0,60,Prof-school,Never-married,Prof-specialty,Male,1
20,10,0,0,48,Some-college,Never-married,Adm-clerical,Male,0
75,2,0,0,16,1st-4th,Married-civ-spouse,Other-service,Female,0
58,9,0,0,45,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
30,9,0,0,25,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
18,9,0,0,30,HS-grad,Never-married,Handlers-cleaners,Male,0
41,9,0,0,40,HS-grad,Married-spouse-absent,Craft-repair,Male,0
47,9,0,0,50,HS-grad,Never-married,,Female,0
26,6,0,0,40,10th,Divorced,Other-service,Female,0
52,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Female,1
27,13,7298,0,45,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
